u_mps,v_mps,w_mps,p_rps,q_rps,r_rps,phi_rad,theta_rad,psi_rad,p1_n_m,p2_n_m,p3_n_m
56.1359666239,21.4125527477,74.2849048882,-0.0025998911,-0.0009549173,0.1554791748,0.2806415416,-0.6280424313,3.7438783979,182.8352736068,0.5039807014,-8679.6374214646
56.2273516485,21.3452629209,74.3609647916,-0.0025742270,-0.0009471798,0.1550857101,0.2795334821,-0.6284808336,3.7457196716,183.6464201486,0.4555426509,-8678.6815272528
56.3185779618,21.2779784922,74.4370210249,-0.0025487889,-0.0009394779,0.1546927957,0.2784270640,-0.6289164292,3.7475574822,184.4582904073,0.4067163836,-8677.7246550483
56.4096460012,21.2107001771,74.5130736621,-0.0025235751,-0.0009318118,0.1543004322,0.2773222950,-0.6293492301,3.7493918240,185.2708807736,0.3575014898,-8676.7668048508
56.5005562057,21.1434286879,74.5891227762,-0.0024985841,-0.0009241819,0.1539086205,0.2762191828,-0.6297792486,3.7512226917,186.0841876589,0.3078975739,-8675.8079766599
56.5913090157,21.0761647330,74.6651684394,-0.0024738140,-0.0009165882,0.1535173612,0.2751177351,-0.6302064967,3.7530500799,186.8982074950,0.2579042552,-8674.8481704754
56.6819048730,21.0089090175,74.7412107228,-0.0024492632,-0.0009090312,0.1531266550,0.2740179595,-0.6306309863,3.7548739835,187.7129367349,0.2075211674,-8673.8873862970
56.7723442210,20.9416622427,74.8172496965,-0.0024249301,-0.0009015110,0.1527365027,0.2729198633,-0.6310527296,3.7566943971,188.5283718518,0.1567479584,-8672.9256241244
56.8626275042,20.8744251064,74.8932854298,-0.0024008131,-0.0008940277,0.1523469049,0.2718234542,-0.6314717385,3.7585113157,189.3445093399,0.1055842908,-8671.9628839573
56.9527551688,20.8071983029,74.9693179908,-0.0023769105,-0.0008865818,0.1519578623,0.2707287395,-0.6318880251,3.7603247342,190.1613457138,0.0540298411,-8670.9991657954
57.0427276621,20.7399825230,75.0453474469,-0.0023532207,-0.0008791732,0.1515693756,0.2696357266,-0.6323016013,3.7621346477,190.9788775088,0.0020843004,-8670.0344696384
57.1325454328,20.6727784537,75.1213738644,-0.0023297421,-0.0008718023,0.1511814455,0.2685444226,-0.6327124793,3.7639410512,191.7971012807,-0.0502526264,-8669.0687954860
57.2222089308,20.6055867789,75.1973973088,-0.0023064731,-0.0008644692,0.1507940727,0.2674548348,-0.6331206708,3.7657439398,192.6160136058,-0.1029812202,-8668.1021433379
57.3117186074,20.5384081784,75.2734178447,-0.0022834121,-0.0008571740,0.1504072579,0.2663669703,-0.6335261879,3.7675433089,193.4356110811,-0.1561017479,-8667.1345131938
57.4010749150,20.4712433290,75.3494355356,-0.0022605574,-0.0008499171,0.1500210016,0.2652808361,-0.6339290425,3.7693391536,194.2558903237,-0.2096144626,-8666.1659050535
57.4902783072,20.4040929036,75.4254504443,-0.0022379077,-0.0008426984,0.1496353046,0.2641964393,-0.6343292466,3.7711314693,195.0768479715,-0.2635196034,-8665.1963189165
57.5793292389,20.3369575717,75.5014626327,-0.0022154611,-0.0008355182,0.1492501675,0.2631137869,-0.6347268120,3.7729202515,195.8984806825,-0.3178173957,-8664.2257547827
57.6682281661,20.2698379994,75.5774721617,-0.0021932163,-0.0008283767,0.1488655909,0.2620328856,-0.6351217507,3.7747054956,196.7207851353,-0.3725080512,-8663.2542126517
57.7569755457,20.2027348490,75.6534790914,-0.0021711717,-0.0008212738,0.1484815756,0.2609537423,-0.6355140745,3.7764871973,197.5437580288,-0.4275917680,-8662.2816925233
57.8455718361,20.1356487797,75.7294834811,-0.0021493257,-0.0008142099,0.1480981221,0.2598763637,-0.6359037952,3.7782653521,198.3673960819,-0.4830687308,-8661.3081943970
57.9340174964,20.0685804469,75.8054853891,-0.0021276767,-0.0008071850,0.1477152311,0.2588007566,-0.6362909248,3.7800399557,199.1916960342,-0.5389391106,-8660.3337182727
58.0223129869,20.0015305026,75.8814848730,-0.0021062234,-0.0008001992,0.1473329031,0.2577269274,-0.6366754751,3.7818110039,200.0166546452,-0.5952030651,-8659.3582641500
58.1104587689,19.9344995952,75.9574819895,-0.0020849641,-0.0007932526,0.1469511389,0.2566548828,-0.6370574579,3.7835784926,200.8422686948,-0.6518607389,-8658.3818320287
58.1984553048,19.8674883699,76.0334767944,-0.0020638973,-0.0007863453,0.1465699390,0.2555846293,-0.6374368849,3.7853424176,201.6685349828,-0.7089122632,-8657.4044219083
58.2863030577,19.8004974681,76.1094693429,-0.0020430217,-0.0007794775,0.1461893041,0.2545161732,-0.6378137679,3.7871027750,202.4954503293,-0.7663577561,-8656.4260337887
58.3740024919,19.7335275279,76.1854596892,-0.0020223355,-0.0007726492,0.1458092347,0.2534495209,-0.6381881188,3.7888595607,203.3230115744,-0.8241973226,-8655.4466676695
58.4615540724,19.6665791839,76.2614478867,-0.0020018375,-0.0007658605,0.1454297314,0.2523846787,-0.6385599492,3.7906127710,204.1512155783,-0.8824310549,-8654.4663235505
58.5489582654,19.5996530673,76.3374339881,-0.0019815261,-0.0007591115,0.1450507949,0.2513216529,-0.6389292709,3.7923624019,204.9800592212,-0.9410590321,-8653.4850014312
58.6362155375,19.5327498057,76.4134180452,-0.0019613999,-0.0007524022,0.1446724256,0.2502604495,-0.6392960955,3.7941084497,205.8095394030,-1.0000813208,-8652.5027013115
58.7233263567,19.4658700236,76.4894001092,-0.0019414574,-0.0007457328,0.1442946243,0.2492010747,-0.6396604348,3.7958509108,206.6396530438,-1.0594979745,-8651.5194231910
58.8102911913,19.3990143415,76.5653802303,-0.0019216972,-0.0007391032,0.1439173915,0.2481435345,-0.6400223004,3.7975897815,207.4703970834,-1.1193090344,-8650.5351670695
58.8971105106,19.3321833770,76.6413584581,-0.0019021178,-0.0007325135,0.1435407277,0.2470878348,-0.6403817039,3.7993250582,208.3017684816,-1.1795145291,-8649.5499329465
58.9837847849,19.2653777440,76.7173348414,-0.0018827178,-0.0007259638,0.1431646333,0.2460339817,-0.6407386571,3.8010567376,209.1337642177,-1.2401144746,-8648.5637208219
59.0703144848,19.1985980533,76.7933094284,-0.0018634959,-0.0007194540,0.1427891088,0.2449819808,-0.6410931714,3.8027848162,209.9663812911,-1.3011088747,-8647.5765306952
59.1567000818,19.1318449120,76.8692822662,-0.0018444504,-0.0007129843,0.1424141549,0.2439318380,-0.6414452585,3.8045092907,210.7996167205,-1.3624977208,-8646.5883625663
59.2429420482,19.0651189241,76.9452534015,-0.0018255802,-0.0007065547,0.1420397721,0.2428835589,-0.6417949299,3.8062301578,211.6334675445,-1.4242809923,-8645.5992164348
59.3290408569,18.9984206899,77.0212228801,-0.0018068838,-0.0007001652,0.1416659609,0.2418371493,-0.6421421972,3.8079474142,212.4679308212,-1.4864586562,-8644.6090923004
59.4149969813,18.9317508065,77.0971907473,-0.0017883598,-0.0006938157,0.1412927218,0.2407926147,-0.6424870719,3.8096610570,213.3030036284,-1.5490306678,-8643.6179901627
59.5008108957,18.8651098676,77.1731570475,-0.0017700068,-0.0006875064,0.1409200555,0.2397499606,-0.6428295654,3.8113710829,214.1386830632,-1.6119969703,-8642.6259100216
59.5864830749,18.7984984634,77.2491218244,-0.0017518235,-0.0006812372,0.1405479623,0.2387091925,-0.6431696893,3.8130774890,214.9749662423,-1.6753574952,-8641.6328518766
59.6720139941,18.7319171809,77.3250851210,-0.0017338086,-0.0006750082,0.1401764429,0.2376703157,-0.6435074551,3.8147802723,215.8118503018,-1.7391121621,-8640.6388157276
59.7574041293,18.6653666037,77.4010469799,-0.0017159606,-0.0006688192,0.1398054977,0.2366333356,-0.6438428740,3.8164794301,216.6493323972,-1.8032608791,-8639.6438015741
59.8426539570,18.5988473118,77.4770074426,-0.0016982782,-0.0006626704,0.1394351273,0.2355982574,-0.6441759577,3.8181749595,217.4874097032,-1.8678035427,-8638.6478094158
59.9277639541,18.5323598822,77.5529665502,-0.0016807601,-0.0006565616,0.1390653321,0.2345650863,-0.6445067173,3.8198668577,218.3260794138,-1.9327400379,-8637.6508392526
60.0127345982,18.4659048884,77.6289243431,-0.0016634050,-0.0006504930,0.1386961127,0.2335338274,-0.6448351644,3.8215551222,219.1653387425,-1.9980702384,-8636.6528910840
60.0975663671,18.3994829004,77.7048808610,-0.0016462116,-0.0006444644,0.1383274696,0.2325044859,-0.6451613102,3.8232397503,220.0051849215,-2.0637940066,-8635.6539649097
60.1822597394,18.3330944851,77.7808361430,-0.0016291786,-0.0006384758,0.1379594032,0.2314770667,-0.6454851660,3.8249207395,220.8456152024,-2.1299111937,-8634.6540607295
60.2668151937,18.2667402061,77.8567902275,-0.0016123046,-0.0006325273,0.1375919140,0.2304515747,-0.6458067432,3.8265980873,221.6866268560,-2.1964216399,-8633.6531785430
60.3512332094,18.2004206235,77.9327431523,-0.0015955884,-0.0006266187,0.1372250026,0.2294280149,-0.6461260530,3.8282717914,222.5282171719,-2.2633251743,-8632.6513183500
60.4355142661,18.1341362941,78.0086949546,-0.0015790286,-0.0006207500,0.1368586693,0.2284063920,-0.6464431067,3.8299418495,223.3703834587,-2.3306216151,-8631.6484801500
60.5196588439,18.0678877716,78.0846456711,-0.0015626241,-0.0006149212,0.1364929147,0.2273867107,-0.6467579154,3.8316082592,224.2131230440,-2.3983107698,-8630.6446639429
60.6036674230,18.0016756062,78.1605953375,-0.0015463736,-0.0006091323,0.1361277392,0.2263689759,-0.6470704905,3.8332710184,225.0564332743,-2.4663924351,-8629.6398697283
60.6875404841,17.9355003449,78.2365439894,-0.0015302757,-0.0006033831,0.1357631433,0.2253531920,-0.6473808429,3.8349301249,225.9003115147,-2.5348663971,-8628.6340975059
60.7712785083,17.8693625315,78.3124916614,-0.0015143293,-0.0005976737,0.1353991274,0.2243393637,-0.6476889839,3.8365855768,226.7447551493,-2.6037324315,-8627.6273472754
60.8548819769,17.8032627063,78.3884383878,-0.0014985331,-0.0005920039,0.1350356919,0.2233274955,-0.6479949246,3.8382373720,227.5897615809,-2.6729903034,-8626.6196190364
60.9383513713,17.7372014066,78.4643842020,-0.0014828859,-0.0005863738,0.1346728374,0.2223175917,-0.6482986762,3.8398855086,228.4353282308,-2.7426397677,-8625.6109127887
61.0216871734,17.6711791663,78.5403291372,-0.0014673865,-0.0005807831,0.1343105642,0.2213096568,-0.6486002495,3.8415299847,229.2814525389,-2.8126805690,-8624.6012285320
61.1048898652,17.6051965159,78.6162732258,-0.0014520336,-0.0005752320,0.1339488727,0.2203036950,-0.6488996558,3.8431707986,230.1281319640,-2.8831124417,-8623.5905662659
61.1879599289,17.5392539831,78.6922164997,-0.0014368260,-0.0005697202,0.1335877635,0.2192997106,-0.6491969060,3.8448079484,230.9753639829,-2.9539351104,-8622.5789259902
61.2708978470,17.4733520919,78.7681589902,-0.0014217625,-0.0005642477,0.1332272369,0.2182977079,-0.6494920110,3.8464414327,231.8231460912,-3.0251482896,-8621.5663077044
61.3537041021,17.4074913634,78.8441007281,-0.0014068420,-0.0005588145,0.1328672933,0.2172976909,-0.6497849820,3.8480712497,232.6714758028,-3.0967516838,-8620.5527114084
61.4363791768,17.3416723152,78.9200417436,-0.0013920633,-0.0005534203,0.1325079332,0.2162996636,-0.6500758297,3.8496973979,233.5203506498,-3.1687449881,-8619.5381371018
61.5189235542,17.2758954620,78.9959820666,-0.0013774251,-0.0005480653,0.1321491568,0.2153036301,-0.6503645652,3.8513198758,234.3697681827,-3.2411278877,-8618.5225847843
61.6013377172,17.2101613150,79.0719217260,-0.0013629264,-0.0005427492,0.1317909648,0.2143095943,-0.6506511992,3.8529386822,235.2197259703,-3.3139000583,-8617.5060544556
61.6836221488,17.1444703825,79.1478607507,-0.0013485659,-0.0005374720,0.1314333573,0.2133175602,-0.6509357427,3.8545538155,236.0702215993,-3.3870611661,-8616.4885461153
61.7657773323,17.0788231693,79.2237991687,-0.0013343424,-0.0005322335,0.1310763349,0.2123275314,-0.6512182065,3.8561652746,236.9212526748,-3.4606108681,-8615.4700597632
61.8478037509,17.0132201772,79.2997370078,-0.0013202550,-0.0005270337,0.1307198979,0.2113395118,-0.6514986013,3.8577730583,237.7728168198,-3.5345488119,-8614.4505953989
61.9297018879,16.9476619049,79.3756742950,-0.0013063024,-0.0005218725,0.1303640466,0.2103535051,-0.6517769379,3.8593771653,238.6249116753,-3.6088746359,-8613.4301530222
62.0114722266,16.8821488478,79.4516110570,-0.0012924834,-0.0005167497,0.1300087815,0.2093695149,-0.6520532272,3.8609775947,239.4775349001,-3.6835879695,-8612.4087326326
62.0931152502,16.8166814982,79.5275473199,-0.0012787970,-0.0005116652,0.1296541029,0.2083875447,-0.6523274797,3.8625743453,240.3306841713,-3.7586884332,-8611.3863342300
62.1746314421,16.7512603453,79.6034831095,-0.0012652421,-0.0005066190,0.1293000112,0.2074075981,-0.6525997062,3.8641674163,241.1843571833,-3.8341756384,-8610.3629578139
62.2560212855,16.6858858750,79.6794184509,-0.0012518175,-0.0005016109,0.1289465067,0.2064296786,-0.6528699173,3.8657568067,242.0385516487,-3.9100491879,-8609.3386033842
62.3372852637,16.6205585701,79.7553533688,-0.0012385222,-0.0004966408,0.1285935898,0.2054537895,-0.6531381237,3.8673425158,242.8932652975,-3.9863086759,-8608.3132709403
62.4184238598,16.5552789106,79.8312878876,-0.0012253550,-0.0004917086,0.1282412609,0.2044799341,-0.6534043360,3.8689245427,243.7484958775,-4.0629536877,-8607.2869604822
62.4994375569,16.4900473730,79.9072220309,-0.0012123148,-0.0004868142,0.1278895201,0.2035081158,-0.6536685647,3.8705028868,244.6042411540,-4.1399838004,-8606.2596720093
62.5803268380,16.4248644308,79.9831558222,-0.0011994007,-0.0004819573,0.1275383680,0.2025383377,-0.6539308204,3.8720775474,245.4604989098,-4.2173985825,-8605.2314055215
62.6610921860,16.3597305544,80.0590892844,-0.0011866115,-0.0004771380,0.1271878049,0.2015706031,-0.6541911136,3.8736485239,246.3172669455,-4.2951975945,-8604.2021610183
62.7417340835,16.2946462113,80.1350224399,-0.0011739461,-0.0004723560,0.1268378309,0.2006049150,-0.6544494547,3.8752158159,247.1745430786,-4.3733803883,-8603.1719384996
62.8222530133,16.2296118657,80.2109553107,-0.0011614036,-0.0004676113,0.1264884466,0.1996412764,-0.6547058543,3.8767794228,248.0323251443,-4.4519465081,-8602.1407379648
62.9026494578,16.1646279788,80.2868879185,-0.0011489828,-0.0004629037,0.1261396521,0.1986796903,-0.6549603227,3.8783393443,248.8906109950,-4.5308954897,-8601.1085594139
62.9829238991,16.0996950087,80.3628202844,-0.0011366828,-0.0004582331,0.1257914478,0.1977201597,-0.6552128704,3.8798955800,249.7493985002,-4.6102268613,-8600.0754028464
63.0630768194,16.0348134105,80.4387524291,-0.0011245024,-0.0004535992,0.1254438340,0.1967626874,-0.6554635077,3.8814481297,250.6086855468,-4.6899401432,-8599.0412682619
63.1431087005,15.9699836363,80.5146843731,-0.0011124407,-0.0004490021,0.1250968108,0.1958072762,-0.6557122449,3.8829969932,251.4684700386,-4.7700348479,-8598.0061556603
63.2230200240,15.9052061352,80.5906161362,-0.0011004966,-0.0004444415,0.1247503784,0.1948539289,-0.6559590924,3.8845421702,252.3287498966,-4.8505104802,-8596.9700650411
63.3028112713,15.8404813534,80.6665477380,-0.0010886691,-0.0004399173,0.1244045373,0.1939026482,-0.6562040604,3.8860836607,253.1895230587,-4.9313665377,-8595.9329964041
63.3824829236,15.7758097339,80.7424791976,-0.0010769573,-0.0004354294,0.1240592876,0.1929534367,-0.6564471591,3.8876214648,254.0507874798,-5.0126025103,-8594.8949497490
63.4620354615,15.7111917167,80.8184105338,-0.0010653601,-0.0004309776,0.1237146296,0.1920062970,-0.6566883989,3.8891555823,254.9125411315,-5.0942178805,-8593.8559250753
63.5414693658,15.6466277389,80.8943417649,-0.0010538765,-0.0004265617,0.1233705637,0.1910612315,-0.6569277897,3.8906860134,255.7747820023,-5.1762121239,-8592.8159223829
63.6207851166,15.5821182346,80.9702729089,-0.0010425056,-0.0004221816,0.1230270901,0.1901182429,-0.6571653419,3.8922127582,256.6375080976,-5.2585847085,-8591.7749416713
63.6999831939,15.5176636347,81.0462039834,-0.0010312464,-0.0004178372,0.1226842091,0.1891773334,-0.6574010655,3.8937358169,257.5007174392,-5.3413350956,-8590.7329829403
63.7790640774,15.4532643674,81.1221350056,-0.0010200978,-0.0004135282,0.1223419208,0.1882385055,-0.6576349706,3.8952551899,258.3644080657,-5.4244627393,-8589.6900461895
63.8580282463,15.3889208578,81.1980659925,-0.0010090591,-0.0004092546,0.1220002257,0.1873017614,-0.6578670673,3.8967708773,259.2285780322,-5.5079670871,-8588.6461314187
63.9368761796,15.3246335281,81.2739969605,-0.0009981291,-0.0004050162,0.1216591238,0.1863671033,-0.6580973655,3.8982828797,260.0932254103,-5.5918475794,-8587.6012386274
64.0156083557,15.2604027973,81.3499279258,-0.0009873069,-0.0004008128,0.1213186156,0.1854345336,-0.6583258754,3.8997911974,260.9583482880,-5.6761036502,-8586.5553678155
64.0942252530,15.1962290818,81.4258589042,-0.0009765917,-0.0003966443,0.1209787011,0.1845040542,-0.6585526068,3.9012958309,261.8239447696,-5.7607347268,-8585.5085189824
64.1727273491,15.1321127950,81.5017899111,-0.0009659825,-0.0003925105,0.1206393806,0.1835756673,-0.6587775696,3.9027967808,262.6900129760,-5.8457402300,-8584.4606921281
64.2511151215,15.0680543470,81.5777209617,-0.0009554783,-0.0003884112,0.1203006544,0.1826493749,-0.6590007738,3.9042940476,263.5565510440,-5.9311195741,-8583.4118872520
64.3293890470,15.0040541456,81.6536520708,-0.0009450782,-0.0003843462,0.1199625228,0.1817251790,-0.6592222293,3.9057876321,264.4235571268,-6.0168721673,-8582.3621043539
64.4075496022,14.9401125951,81.7295832528,-0.0009347813,-0.0003803155,0.1196249858,0.1808030815,-0.6594419459,3.9072775350,265.2910293936,-6.1029974114,-8581.3113434335
64.4855972631,14.8762300973,81.8055145219,-0.0009245867,-0.0003763188,0.1192880437,0.1798830842,-0.6596599333,3.9087637570,266.1589660296,-6.1894947022,-8580.2596044904
64.5635325054,14.8124070509,81.8814458918,-0.0009144936,-0.0003723560,0.1189516967,0.1789651889,-0.6598762014,3.9102462990,267.0273652363,-6.2763634294,-8579.2068875244
64.6413558041,14.7486438518,81.9573773761,-0.0009045009,-0.0003684269,0.1186159451,0.1780493975,-0.6600907599,3.9117251619,267.8962252307,-6.3636029768,-8578.1531925350
64.7190676338,14.6849408931,82.0333089880,-0.0008946079,-0.0003645313,0.1182807890,0.1771357115,-0.6603036184,3.9132003465,268.7655442459,-6.4512127222,-8577.0985195220
64.7966684688,14.6212985647,82.1092407403,-0.0008848136,-0.0003606691,0.1179462286,0.1762241328,-0.6605147867,3.9146718540,269.6353205309,-6.5391920378,-8576.0428684851
64.8741587825,14.5577172541,82.1851726456,-0.0008751172,-0.0003568401,0.1176122642,0.1753146627,-0.6607242745,3.9161396854,270.5055523502,-6.6275402901,-8574.9862394239
64.9515390481,14.4941973457,82.2611047162,-0.0008655178,-0.0003530440,0.1172788958,0.1744073030,-0.6609320912,3.9176038417,271.3762379841,-6.7162568400,-8573.9286323381
65.0288097381,14.4307392211,82.3370369640,-0.0008560145,-0.0003492808,0.1169461237,0.1735020550,-0.6611382466,3.9190643242,272.2473757285,-6.8053410428,-8572.8700472274
65.1059713246,14.3673432589,82.4129694009,-0.0008466065,-0.0003455503,0.1166139480,0.1725989203,-0.6613427501,3.9205211340,273.1189638948,-6.8947922486,-8571.8104840914
65.1830242789,14.3040098353,82.4889020381,-0.0008372929,-0.0003418523,0.1162823690,0.1716979001,-0.6615456112,3.9219742724,273.9910008101,-6.9846098020,-8570.7499429298
65.2599690719,14.2407393232,82.5648348869,-0.0008280730,-0.0003381866,0.1159513867,0.1707989959,-0.6617468394,3.9234237408,274.8634848165,-7.0747930424,-8569.6884237424
65.3368061738,14.1775320931,82.6407679580,-0.0008189457,-0.0003345530,0.1156210013,0.1699022090,-0.6619464443,3.9248695405,275.7364142718,-7.1653413041,-8568.6259265287
65.4135360544,14.1143885125,82.7167012621,-0.0008099105,-0.0003309514,0.1152912131,0.1690075405,-0.6621444351,3.9263116730,276.6097875490,-7.2562539164,-8567.5624512885
